,0
fp_0080,0.0
fp_0081,0.0
fp_0083,0.0
fp_0861,0.0
fp_0863,0.0
fp_0858,0.0
fp_0069,0.0
fp_0070,0.0
fp_0072,0.0
fp_0073,0.0
fp_0852,0.0
fp_0853,0.0
fp_0854,0.0
fp_0855,0.0
fp_0856,0.0
fp_0068,0.0
fp_0232,0.0
fp_0233,0.0
fp_0234,0.0
fp_0375,0.0
fp_0379,0.0
fp_0381,0.0
fp_0382,0.0
fp_0383,0.0
fp_0134,0.0
fp_0369,0.0
fp_0371,0.0
fp_0373,0.0
fp_0412,0.0
fp_0415,0.0
fp_0416,0.0
fp_0419,0.0
fp_0420,0.0
fp_0398,0.0
fp_0368,0.0
fp_0356,0.0
fp_0357,0.0
fp_0338,0.0
fp_0343,0.0
fp_0344,0.0
fp_0328,0.0
fp_0330,0.0
fp_0331,0.0
fp_0332,0.0
fp_0231,0.0
fp_0236,0.0
fp_0237,0.0
fp_0238,0.0
fp_0241,0.0
fp_0243,0.0
fp_0244,0.0
fp_0246,0.0
fp_0226,0.0
fp_0229,0.0
fp_0334,0.0
fp_0445,0.0
fp_0447,0.0
fp_0451,0.0
fp_0452,0.0
fp_0453,0.0
fp_0432,0.0
fp_0434,0.0
fp_0437,0.0
fp_0439,0.0
fp_0399,0.0
fp_0441,0.0
fp_0421,0.0
fp_0424,0.0
fp_0427,0.0
fp_0428,0.0
fp_0429,0.0
fp_0210,0.0
fp_0212,0.0
fp_0213,0.0
fp_0440,0.0
fp_0404,0.0
fp_0407,0.0
fp_0408,0.0
fp_0387,0.0
fp_0390,0.0
fp_0391,0.0
fp_0392,0.0
fp_0394,0.0
fp_0248,0.0
fp_0442,0.0
fp_0255,0.0
fp_0386,0.0
fp_0454,0.0
fp_0456,0.0
fp_0457,0.0
fp_0459,0.0
fp_0461,0.0
fp_0464,0.0
fp_0465,0.0
fp_0253,0.0
fp_0011,0.0
fp_0013,0.0
fp_0041,0.0
fp_0042,0.0
fp_0043,0.0
fp_0044,0.0
fp_0045,0.0
fp_0046,0.0
fp_0355,0.0
fp_0959,0.0
fp_0033,0.0
fp_0035,0.0
fp_0037,0.0
fp_0040,0.0
fp_0947,0.0
fp_0949,0.0
fp_0950,0.0
fp_0955,0.0
fp_0021,0.0
fp_0023,0.0
fp_0024,0.0
fp_0025,0.0
fp_0026,0.0
fp_0027,0.0
fp_0028,0.0
fp_0031,0.0
fp_0993,0.0
fp_0996,0.0
fp_0010,0.0
fp_1011,0.0
fp_0991,0.0
fp_0000,0.0
fp_0001,0.0
fp_0002,0.0
fp_0003,0.0
fp_0004,0.0
fp_0007,0.0
fp_0008,0.0
fp_0946,0.0
fp_0306,0.0
fp_0307,0.0
fp_0308,0.0
fp_0291,0.0
fp_0296,0.0
fp_0297,0.0
fp_0298,0.0
fp_0299,0.0
fp_0300,0.0
fp_0936,0.0
fp_0360,0.0
fp_0362,0.0
fp_0364,0.0
